sprint,kind,limit,collected_at,repository_rank,name_with_owner,url,stargazer_count,created_at,age_days,merged_pull_requests,releases_count,updated_at,days_since_update,primary_language,issues_total,issues_closed,closed_issues_ratio
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,241,thedaviddias/Front-End-Checklist,https://github.com/thedaviddias/Front-End-Checklist,73882,2017-10-16T10:12:36Z,3236.42,180,2,2026-08-26T19:57:30Z,0.01,MDX,156,152,0.974359
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,242,twitter/the-algorithm,https://github.com/twitter/the-algorithm,73868,2023-03-27T14:57:57Z,1248.22,2,0,2026-08-26T15:39:23Z,0.19,Scala,1083,754,0.696214
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,243,unionlabs/union,https://github.com/unionlabs/union,73824,2023-05-16T22:33:39Z,1197.9,3128,113,2026-08-26T18:17:25Z,0.08,Rust,1843,1715,0.930548
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,244,binhnguyennus/awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,73540,2017-12-27T03:46:40Z,3164.69,37,0,2026-08-26T17:17:59Z,0.12,,0,0,
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,245,vuejs/awesome-vue,https://github.com/vuejs/awesome-vue,73540,2015-10-20T00:16:14Z,3963.83,3655,0,2026-08-26T15:36:32Z,0.19,,234,193,0.824786
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,246,CompVis/stable-diffusion,https://github.com/CompVis/stable-diffusion,73346,2022-08-10T14:36:44Z,1477.24,5,0,2026-08-26T13:17:09Z,0.29,Jupyter Notebook,740,200,0.27027
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,247,ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,73343,2025-10-17T07:15:01Z,313.54,38,0,2026-08-26T20:01:03Z,0.01,Python,147,11,0.07483
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,248,microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,73276,2024-11-28T10:42:52Z,636.4,511,0,2026-08-26T19:45:27Z,0.02,Jupyter Notebook,125,124,0.992
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,249,danielmiessler/SecLists,https://github.com/danielmiessler/SecLists,73102,2012-02-19T01:30:18Z,5302.78,709,30,2026-08-26T19:02:32Z,0.05,PHP,328,319,0.972561
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,250,strapi/strapi,https://github.com/strapi/strapi,73015,2015-09-30T15:34:48Z,3983.19,10406,542,2026-08-26T19:00:17Z,0.05,TypeScript,12213,11965,0.979694
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,251,fffaraz/awesome-cpp,https://github.com/fffaraz/awesome-cpp,72949,2014-07-17T08:51:11Z,4423.48,886,0,2026-08-26T16:22:06Z,0.16,,593,360,0.607083
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,252,NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,72859,2019-03-01T03:27:48Z,2735.7,589,55,2026-08-26T20:05:32Z,0.01,Java,6139,4589,0.747516
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,253,juliangarnier/anime,https://github.com/juliangarnier/anime,72446,2016-03-13T21:37:45Z,3817.94,87,37,2026-08-26T19:59:15Z,0.01,JavaScript,849,752,0.885748
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,254,OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,72334,2020-12-20T10:46:38Z,2075.39,4303,56,2026-08-26T19:57:28Z,0.01,Python,2326,2274,0.977644
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,255,hakimel/reveal.js,https://github.com/hakimel/reveal.js,72201,2011-06-07T18:54:22Z,5559.06,416,51,2026-08-26T18:13:48Z,0.08,JavaScript,2515,1712,0.680716
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,256,chrislgarry/Apollo-11,https://github.com/chrislgarry/Apollo-11,72193,2014-04-03T15:45:02Z,4528.19,0,0,2026-08-26T19:57:20Z,0.01,Assembly,0,0,
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,257,pallets/flask,https://github.com/pallets/flask,72137,2010-04-06T11:11:59Z,5986.38,1633,38,2026-08-26T19:20:02Z,0.04,Python,2763,2763,1.0
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,258,moby/moby,https://github.com/moby/moby,72001,2013-01-18T18:10:57Z,4968.09,23076,308,2026-08-26T17:38:00Z,0.11,Go,23599,20313,0.860757
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,259,Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,71955,2019-11-19T17:24:16Z,2472.12,145,0,2026-08-26T19:47:48Z,0.02,Python,182,91,0.5
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,260,toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,71914,2022-07-31T18:45:21Z,1487.06,9364,572,2026-08-26T20:06:25Z,0.01,TypeScript,4015,3413,0.850062
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,261,daytonaio/daytona,https://github.com/daytonaio/daytona,71867,2024-02-06T08:21:20Z,932.5,2505,205,2026-08-26T18:17:37Z,0.08,,1247,932,0.747394
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,262,protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,71824,2014-08-26T15:52:15Z,4383.18,9801,219,2026-08-26T15:30:00Z,0.2,C++,6903,6776,0.981602
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,263,nektos/act,https://github.com/nektos/act,71648,2019-01-02T19:53:43Z,2793.01,1061,97,2026-08-26T19:22:41Z,0.04,Go,1345,1083,0.805204
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,264,666ghj/MiroFish,https://github.com/666ghj/MiroFish,71567,2025-11-26T04:23:02Z,273.66,27,3,2026-08-26T20:01:41Z,0.01,Python,401,352,0.877805
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,265,binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,71245,2023-03-20T09:05:13Z,1255.47,228,32,2026-08-26T16:54:14Z,0.14,Python,1784,1486,0.83296
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,266,prakhar1989/awesome-courses,https://github.com/prakhar1989/awesome-courses,70679,2014-11-15T18:36:49Z,4302.07,194,0,2026-08-26T19:46:52Z,0.02,,86,41,0.476744
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,267,ansible/ansible,https://github.com/ansible/ansible,70473,2012-03-06T14:58:02Z,5286.22,40067,252,2026-08-26T19:02:02Z,0.05,Python,33439,32915,0.98433
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,268,swiftlang/swift,https://github.com/swiftlang/swift,70297,2015-10-23T21:15:07Z,3959.96,60794,70,2026-08-26T18:51:24Z,0.06,Swift,18163,10517,0.579034
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,269,FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,70049,2023-06-30T09:04:55Z,1153.47,673,22,2026-08-26T16:43:27Z,0.15,Python,976,960,0.983607
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,270,ruvnet/ruflo,https://github.com/ruvnet/ruflo,69469,2025-06-02T21:24:20Z,449.95,580,1000,2026-08-26T20:00:38Z,0.01,TypeScript,1648,1077,0.653519
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,271,expressjs/express,https://github.com/expressjs/express,69395,2009-06-26T18:56:01Z,6270.06,554,165,2026-08-26T19:33:02Z,0.03,JavaScript,4068,3963,0.974189
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,272,santifer/career-ops,https://github.com/santifer/career-ops,68656,2026-04-04T18:21:18Z,144.08,1285,39,2026-08-26T20:05:11Z,0.01,JavaScript,1135,960,0.845815
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,273,base/node,https://github.com/base/node,68408,2023-02-01T13:55:02Z,1302.26,274,86,2026-08-26T15:52:40Z,0.18,Shell,374,369,0.986631
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,274,code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent,68395,2025-12-03T01:40:05Z,266.77,2760,246,2026-08-26T19:46:33Z,0.02,TypeScript,2593,2103,0.81103
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,275,colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,68245,2026-01-18T21:45:37Z,219.94,478,31,2026-08-26T19:54:46Z,0.01,C,665,510,0.766917
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,276,openinterpreter/openinterpreter,https://github.com/openinterpreter/openinterpreter,68160,2023-07-14T07:10:44Z,1139.54,438,65,2026-08-26T16:57:27Z,0.14,Rust,1101,1099,0.998183
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,277,headroomlabs-ai/headroom,https://github.com/headroomlabs-ai/headroom,67694,2026-01-07T19:58:51Z,231.01,1515,168,2026-08-26T19:59:28Z,0.01,Python,962,704,0.731809
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,278,chartjs/Chart.js,https://github.com/chartjs/Chart.js,67664,2013-03-17T23:56:36Z,4909.85,3018,117,2026-08-26T20:00:17Z,0.01,JavaScript,7319,6820,0.931821
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,279,BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,67617,2016-03-11T02:02:33Z,3820.76,571,75,2026-08-26T20:00:00Z,0.01,Rust,1822,1703,0.934687
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,280,labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,67357,2020-08-25T02:29:34Z,2192.74,104,0,2026-08-26T19:16:40Z,0.04,Python,143,115,0.804196
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,281,gorhill/uBlock,https://github.com/gorhill/uBlock,67304,2015-04-01T17:51:11Z,4165.1,0,289,2026-08-26T20:05:09Z,0.01,JavaScript,3446,3433,0.996228
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,282,apache/echarts,https://github.com/apache/echarts,67154,2013-04-03T03:18:59Z,4893.71,1524,125,2026-08-26T16:58:38Z,0.14,TypeScript,19387,18040,0.93052
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,283,microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,67142,2021-03-03T16:27:36Z,2002.16,312,0,2026-08-26T20:04:20Z,0.01,Jupyter Notebook,198,185,0.934343
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,284,scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,67064,2010-08-17T09:43:38Z,5853.44,14735,50,2026-08-26T19:36:04Z,0.03,Python,12251,10714,0.874541
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,285,cline/cline,https://github.com/cline/cline,66905,2024-07-06T07:28:10Z,781.53,4549,397,2026-08-26T20:02:43Z,0.01,TypeScript,4435,3754,0.846449
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,286,bradtraversy/design-resources-for-developers,https://github.com/bradtraversy/design-resources-for-developers,66752,2020-05-06T14:40:35Z,2303.23,978,0,2026-08-26T17:26:09Z,0.12,,0,0,
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,287,sindresorhus/awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,66622,2014-07-11T13:35:34Z,4429.28,421,0,2026-08-26T20:00:46Z,0.01,,105,102,0.971429
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,288,xtekky/gpt4free,https://github.com/xtekky/gpt4free,66605,2023-03-29T17:00:43Z,1246.14,907,511,2026-08-26T18:35:44Z,0.07,Python,2049,2048,0.999512
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,289,leonardomso/33-js-concepts,https://github.com/leonardomso/33-js-concepts,66514,2018-09-04T13:27:04Z,2913.28,269,0,2026-08-26T16:21:14Z,0.16,JavaScript,121,120,0.991736
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,290,Fission-AI/OpenSpec,https://github.com/Fission-AI/OpenSpec,66344,2025-08-05T10:37:45Z,386.4,587,45,2026-08-26T20:04:50Z,0.01,TypeScript,608,503,0.827303
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,291,dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,66305,2018-02-17T22:40:20Z,3111.9,1168,86,2026-08-26T19:11:03Z,0.04,Rust,2773,2757,0.99423
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,292,TheAlgorithms/Java,https://github.com/TheAlgorithms/Java,66185,2016-07-16T10:21:02Z,3693.41,2396,0,2026-08-26T14:04:25Z,0.26,Java,1250,1246,0.9968
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,293,facebook/docusaurus,https://github.com/facebook/docusaurus,66092,2017-06-20T16:13:53Z,3354.17,5875,157,2026-08-26T16:57:36Z,0.14,TypeScript,3469,3184,0.917844
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,294,webpack/webpack,https://github.com/webpack/webpack,65962,2012-03-10T10:08:14Z,5282.42,6420,462,2026-08-26T16:16:21Z,0.17,JavaScript,10230,10175,0.994624
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,295,LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,65848,2024-05-30T09:18:10Z,818.46,8183,0,2026-08-26T19:35:40Z,0.03,C++,1967,1469,0.746823
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,296,prometheus/prometheus,https://github.com/prometheus/prometheus,65839,2012-11-24T11:14:12Z,5023.38,8884,377,2026-08-26T19:33:30Z,0.03,Go,6547,6045,0.923324
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,297,kelseyhightower/nocode,https://github.com/kelseyhightower/nocode,65669,2018-02-06T23:54:00Z,3122.85,1,1,2026-08-26T16:33:16Z,0.15,Dockerfile,4968,737,0.148349
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,298,docling-project/docling,https://github.com/docling-project/docling,65601,2024-07-09T07:50:26Z,778.52,1172,209,2026-08-26T20:08:08Z,0.0,Python,1977,1083,0.5478
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,299,alacritty/alacritty,https://github.com/alacritty/alacritty,65519,2016-02-18T05:02:30Z,3842.63,1938,108,2026-08-26T18:33:40Z,0.07,Rust,6346,6017,0.948156
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,300,lydiahallie/javascript-questions,https://github.com/lydiahallie/javascript-questions,65327,2019-06-12T08:26:27Z,2632.49,327,0,2026-08-26T15:17:19Z,0.21,,253,233,0.920949
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,301,Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,65245,2023-06-04T02:29:14Z,1179.74,1580,34,2026-08-26T20:02:12Z,0.01,JavaScript,3759,3463,0.921256
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,302,kdn251/interviews,https://github.com/kdn251/interviews,65227,2017-02-14T18:19:25Z,3480.08,42,0,2026-08-26T19:13:31Z,0.04,Java,59,24,0.40678
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,303,shanraisshan/claude-code-best-practice,https://github.com/shanraisshan/claude-code-best-practice,65185,2025-10-31T14:15:28Z,299.25,48,0,2026-08-26T20:01:20Z,0.01,HTML,57,49,0.859649
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,304,localstack/localstack,https://github.com/localstack/localstack,65145,2016-10-25T23:48:03Z,3591.85,6814,106,2026-08-26T19:40:01Z,0.02,Python,6178,6178,1.0
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,305,tw93/Mole,https://github.com/tw93/Mole,65032,2025-09-23T06:38:40Z,337.57,341,62,2026-08-26T20:08:10Z,0.0,Shell,911,910,0.998902
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,306,nocodb/nocodb,https://github.com/nocodb/nocodb,64747,2017-10-29T18:51:48Z,3223.06,6503,199,2026-08-26T17:21:33Z,0.12,TypeScript,4757,4357,0.915913
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,307,gsd-build/get-shit-done,https://github.com/gsd-build/get-shit-done,64637,2025-12-14T14:17:12Z,255.25,1202,78,2026-08-26T19:47:53Z,0.02,JavaScript,1890,1890,1.0
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,308,traefik/traefik,https://github.com/traefik/traefik,64605,2015-09-13T19:04:02Z,4000.05,5545,555,2026-08-26T19:55:39Z,0.01,Go,6841,6156,0.899868
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,309,warpdotdev/warp,https://github.com/warpdotdev/warp,64545,2021-07-08T18:48:08Z,1875.06,2276,56,2026-08-26T19:56:32Z,0.01,Rust,10854,7020,0.646766
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,310,ryanoasis/nerd-fonts,https://github.com/ryanoasis/nerd-fonts,64424,2014-12-05T04:31:17Z,4282.66,610,40,2026-08-26T19:11:28Z,0.04,CSS,1158,1144,0.98791
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,311,keras-team/keras,https://github.com/keras-team/keras,64251,2015-03-28T00:35:42Z,4169.82,5221,93,2026-08-26T18:52:19Z,0.06,Python,12884,12742,0.988979
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,312,mem0ai/mem0,https://github.com/mem0ai/mem0,64108,2023-06-20T08:58:36Z,1163.47,2531,391,2026-08-26T19:34:03Z,0.03,Python,2121,1860,0.876945
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,313,scrapy/scrapy,https://github.com/scrapy/scrapy,64047,2010-02-22T02:01:14Z,6029.76,2848,53,2026-08-26T19:53:49Z,0.01,Python,3302,3064,0.927922
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,314,ZhuLinsen/daily_stock_analysis,https://github.com/ZhuLinsen/daily_stock_analysis,63997,2026-01-10T06:43:20Z,228.56,691,35,2026-08-26T19:41:49Z,0.02,Python,834,786,0.942446
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,315,rust-lang/rustlings,https://github.com/rust-lang/rustlings,63955,2015-09-15T02:25:18Z,3998.74,953,46,2026-08-26T20:07:12Z,0.01,Rust,770,746,0.968831
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,316,NanmiCoder/MediaCrawler,https://github.com/NanmiCoder/MediaCrawler,63820,2023-06-09T12:14:34Z,1174.33,142,0,2026-08-26T18:46:38Z,0.06,Python,626,466,0.744409
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,317,FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,63667,2011-04-14T14:12:38Z,5613.25,0,0,2026-08-26T19:46:33Z,0.02,C,0,0,
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,318,asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,63616,2025-05-03T02:43:56Z,480.73,32,0,2026-08-26T20:03:54Z,0.01,JavaScript,62,46,0.741935
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,319,commaai/openpilot,https://github.com/commaai/openpilot,63507,2016-11-24T01:33:30Z,3562.78,13306,63,2026-08-26T19:48:45Z,0.02,Python,3309,3223,0.97401
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,320,tldr-pages/tldr,https://github.com/tldr-pages/tldr,63487,2013-12-08T07:34:43Z,4644.53,19559,6,2026-08-26T19:47:37Z,0.02,Markdown,1794,1563,0.871237
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,321,socketio/socket.io,https://github.com/socketio/socket.io,63207,2010-03-11T18:24:48Z,6012.08,450,98,2026-08-26T19:22:41Z,0.04,TypeScript,3666,3500,0.954719
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,322,virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,63060,2024-11-29T16:30:01Z,635.16,53,11,2026-08-26T20:00:36Z,0.01,Python,279,227,0.81362
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,323,pbakaus/impeccable,https://github.com/pbakaus/impeccable,62909,2025-11-16T01:52:04Z,283.77,294,48,2026-08-26T20:05:39Z,0.01,JavaScript,252,209,0.829365
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,324,resume/resume.github.com,https://github.com/resume/resume.github.com,62887,2011-02-06T13:39:55Z,5680.27,84,0,2026-08-26T17:38:02Z,0.11,JavaScript,131,67,0.51145
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,325,git/git,https://github.com/git/git,62807,2008-07-23T14:21:26Z,6608.25,4,0,2026-08-26T17:23:34Z,0.12,C,0,0,
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,326,jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,62804,2017-05-25T20:58:42Z,3379.97,44,189,2026-08-26T19:15:38Z,0.04,JavaScript,1809,1805,0.997789
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,327,usememos/memos,https://github.com/usememos/memos,62558,2021-12-08T15:30:18Z,1722.2,2089,96,2026-08-26T17:04:25Z,0.13,Go,2974,2946,0.990585
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,328,karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,62509,2022-12-28T00:51:12Z,1337.81,45,0,2026-08-26T17:03:30Z,0.13,Python,363,115,0.316804
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,329,topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,62448,2016-09-08T12:42:53Z,3639.31,1728,156,2026-08-26T19:31:58Z,0.03,Kotlin,6620,6586,0.994864
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,330,pathwaycom/pathway,https://github.com/pathwaycom/pathway,62383,2022-11-27T13:01:14Z,1368.3,29,89,2026-08-26T18:17:35Z,0.08,Python,172,142,0.825581
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,331,youngyangyang04/leetcode-master,https://github.com/youngyangyang04/leetcode-master,62291,2019-12-14T12:05:42Z,2447.34,2311,0,2026-08-26T15:49:50Z,0.18,Shell,281,68,0.241993
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,332,withastro/astro,https://github.com/withastro/astro,62074,2021-03-15T17:19:47Z,1990.12,9273,1000,2026-08-26T19:22:34Z,0.04,TypeScript,6573,6557,0.997566
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,333,sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,61854,2025-04-28T11:42:16Z,485.36,2,0,2026-08-26T19:36:10Z,0.03,Python,496,460,0.927419
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,334,PlexPt/awesome-chatgpt-prompts-zh,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,61833,2022-12-12T01:55:03Z,1353.76,33,0,2026-08-26T17:55:53Z,0.1,,102,62,0.607843
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,335,byoungd/up,https://github.com/byoungd/up,61717,2017-05-30T07:18:52Z,3375.54,31,0,2026-08-26T20:00:46Z,0.01,JavaScript,133,102,0.766917
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,336,2dust/v2rayNG,https://github.com/2dust/v2rayNG,61647,2019-05-15T02:15:31Z,2660.75,673,308,2026-08-26T19:22:37Z,0.04,Kotlin,4086,4071,0.996329
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,337,reduxjs/redux,https://github.com/reduxjs/redux,61509,2015-05-29T23:53:15Z,4106.85,1767,78,2026-08-26T18:15:41Z,0.08,TypeScript,2078,2039,0.981232
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,338,FuelLabs/sway,https://github.com/FuelLabs/sway,61482,2021-01-19T20:54:33Z,2044.97,3717,189,2026-08-26T16:21:18Z,0.16,Rust,3317,2437,0.7347
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,339,minio/minio,https://github.com/minio/minio,61374,2015-01-14T19:23:58Z,4242.04,9882,521,2026-08-26T12:55:54Z,0.31,Go,7885,7841,0.99442
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,340,lodash/lodash,https://github.com/lodash/lodash,61283,2012-04-07T04:11:46Z,5254.67,644,4,2026-08-26T18:33:16Z,0.07,JavaScript,4362,4308,0.98762
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,341,ChrisTitusTech/winutil,https://github.com/ChrisTitusTech/winutil,61268,2022-04-28T02:25:19Z,1581.74,1472,46,2026-08-26T20:08:36Z,0.0,PowerShell,2386,2368,0.992456
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,342,upstash/context7,https://github.com/upstash/context7,61263,2025-03-26T23:40:39Z,517.86,488,106,2026-08-26T19:48:51Z,0.02,TypeScript,2263,2234,0.987185
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,343,RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,61252,2024-01-14T18:05:21Z,955.09,367,4,2026-08-26T17:14:38Z,0.13,Python,2047,1255,0.613092
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,344,tw93/Pake,https://github.com/tw93/Pake,61084,2022-10-14T09:32:57Z,1412.45,164,51,2026-08-26T16:40:22Z,0.15,Rust,569,568,0.998243
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,345,coollabsio/coolify,https://github.com/coollabsio/coolify,61079,2021-01-25T20:54:01Z,2038.97,2827,695,2026-08-26T19:18:44Z,0.04,PHP,3999,3491,0.872968
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,346,1c7/chinese-independent-developer,https://github.com/1c7/chinese-independent-developer,61020,2017-09-21T11:08:23Z,3261.38,763,0,2026-08-26T18:33:48Z,0.07,Python,365,364,0.99726
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,347,Solido/awesome-flutter,https://github.com/Solido/awesome-flutter,61002,2017-05-07T11:45:27Z,3398.35,452,0,2026-08-26T18:50:21Z,0.06,Dart,0,0,
